common_name	pathway	main_function	main_function_two	pval	padj	log2err	ES	NES	size	leadingEdge	DoseComparison	Cluster
RUNX1 regulates estrogen receptor mediated transcription	REACTOME_RUNX1_REGULATES_ESTROGEN_RECEPTOR_MEDIATED_TRANSCRIPTION	Gene Expression(Transcription)	None	0.451020408163265	0.738364055299539	0.0857844408075645	-0.773809523809524	-1.03137776624051	1	RUNX1	6Gy_vs_0Gy	1
RUNX1 regulates expression of components of tight junctions	REACTOME_RUNX1_REGULATES_EXPRESSION_OF_COMPONENTS_OF_TIGHT_JUNCTIONS	Gene Expression(Transcription)	None	0.451020408163265	0.738364055299539	0.0857844408075645	-0.773809523809524	-1.03137776624051	1	RUNX1	6Gy_vs_0Gy	1
RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function	REACTOME_RUNX1_REGULATES_GENES_INVOLVED_IN_MEGAKARYOCYTE_DIFFERENTIATION_AND_PLATELET_FUNCTION	Gene Expression(Transcription)	None	0.451020408163265	0.738364055299539	0.0857844408075645	-0.773809523809524	-1.03137776624051	1	RUNX1	6Gy_vs_0Gy	1
RUNX1 regulates transcription of genes involved in BCR signaling	REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_BCR_SIGNALING	Gene Expression(Transcription)	None	0.451020408163265	0.738364055299539	0.0857844408075645	-0.773809523809524	-1.03137776624051	1	RUNX1	6Gy_vs_0Gy	1
RUNX1 regulates transcription of genes involved in differentiation of HSCs	REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS	Gene Expression(Transcription)	None	0.126126126126126	0.548131868131868	0.151148761385484	0.805606178946455	1.29821512969918	2	MYB	6Gy_vs_0Gy	1
RUNX1 regulates transcription of genes involved in differentiation of keratinocytes	REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_KERATINOCYTES	Gene Expression(Transcription)	None	0.451020408163265	0.738364055299539	0.0857844408075645	-0.773809523809524	-1.03137776624051	1	RUNX1	6Gy_vs_0Gy	1
RUNX1 regulates transcription of genes involved in differentiation of myeloid cells	REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_MYELOID_CELLS	Gene Expression(Transcription)	None	0.251461988304094	0.699271008571657	0.149207542435322	-0.718562874251497	-1.18846388429032	2	RUNX1, RUNX2	6Gy_vs_0Gy	1
RUNX1 regulates transcription of genes involved in interleukin signaling	REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_INTERLEUKIN_SIGNALING	Gene Expression(Transcription)	None	0.451020408163265	0.738364055299539	0.0857844408075645	-0.773809523809524	-1.03137776624051	1	RUNX1	6Gy_vs_0Gy	1
RUNX1 regulates transcription of genes involved in WNT signaling	REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_WNT_SIGNALING	Gene Expression(Transcription)	None	0.451020408163265	0.738364055299539	0.0857844408075645	-0.773809523809524	-1.03137776624051	1	RUNX1	6Gy_vs_0Gy	1
RUNX2 regulates bone development	REACTOME_RUNX2_REGULATES_BONE_DEVELOPMENT	Gene Expression(Transcription)	None	0.561224489795918	0.839857843454966	0.0741758965588009	-0.714285714285714	-0.952041014991239	1	RUNX2	6Gy_vs_0Gy	1
RUNX2 regulates chondrocyte maturation	REACTOME_RUNX2_REGULATES_CHONDROCYTE_MATURATION	Gene Expression(Transcription)	None	0.561224489795918	0.839857843454966	0.0741758965588009	-0.714285714285714	-0.952041014991239	1	RUNX2	6Gy_vs_0Gy	1
RUNX2 regulates genes involved in cell migration	REACTOME_RUNX2_REGULATES_GENES_INVOLVED_IN_CELL_MIGRATION	Gene Expression(Transcription)	None	0.561224489795918	0.839857843454966	0.0741758965588009	-0.714285714285714	-0.952041014991239	1	RUNX2	6Gy_vs_0Gy	1
RUNX2 regulates osteoblast differentiation	REACTOME_RUNX2_REGULATES_OSTEOBLAST_DIFFERENTIATION	Gene Expression(Transcription)	None	0.561224489795918	0.839857843454966	0.0741758965588009	-0.714285714285714	-0.952041014991239	1	RUNX2	6Gy_vs_0Gy	1
RUNX3 regulates p14-ARF	REACTOME_RUNX3_REGULATES_P14_ARF	Gene Expression(Transcription)	None	0.451020408163265	0.738364055299539	0.0857844408075645	-0.773809523809524	-1.03137776624051	1	RUNX1	6Gy_vs_0Gy	1
RUNX3 regulates YAP1-mediated transcription	REACTOME_RUNX3_REGULATES_YAP1_MEDIATED_TRANSCRIPTION	Gene Expression(Transcription)	None	0.0339500814386156	0.548131868131868	0.321775918075361	-0.696969696969697	-1.4704776231666	4	TEAD1, TEAD3, TEAD4, TEAD2	6Gy_vs_0Gy	1
SARS-CoV-1 activates/modulates innate immune responses	REACTOME_SARS_COV_1_ACTIVATES_MODULATES_INNATE_IMMUNE_RESPONSES	Other	None	0.634502923976608	0.901556420233463	0.086794975677172	-0.550898203592814	-0.911155644622578	2	RUNX1, IRF3	6Gy_vs_0Gy	1
SARS-CoV-1-host interactions	REACTOME_SARS_COV_1_HOST_INTERACTIONS	Other	None	0.634502923976608	0.901556420233463	0.086794975677172	-0.550898203592814	-0.911155644622578	2	RUNX1, IRF3	6Gy_vs_0Gy	1
SARS-CoV-1 Infection	REACTOME_SARS_COV_1_INFECTION	Other	None	0.634502923976608	0.901556420233463	0.086794975677172	-0.550898203592814	-0.911155644622578	2	RUNX1, IRF3	6Gy_vs_0Gy	1
SARS-CoV-2 activates/modulates innate and adaptive immune responses	REACTOME_SARS_COV_2_ACTIVATES_MODULATES_INNATE_AND_ADAPTIVE_IMMUNE_RESPONSES	Other	None	0.435435435435435	0.738364055299539	0.0714786287425507	0.635908100117756	1.02475072590773	2	STAT1	6Gy_vs_0Gy	1
SARS-CoV-2-host interactions	REACTOME_SARS_COV_2_HOST_INTERACTIONS	Other	None	0.435435435435435	0.738364055299539	0.0714786287425507	0.635908100117756	1.02475072590773	2	STAT1	6Gy_vs_0Gy	1
SARS-CoV-2 Infection	REACTOME_SARS_COV_2_INFECTION	Other	None	0.435435435435435	0.738364055299539	0.0714786287425507	0.635908100117756	1.02475072590773	2	STAT1	6Gy_vs_0Gy	1
SARS-CoV Infections	REACTOME_SARS_COV_INFECTIONS	Other	None	0.441656210790464	0.738364055299539	0.0619762736001998	0.510476781466543	1.01312252088728	4	STAT1	6Gy_vs_0Gy	1
Sensory Perception	REACTOME_SENSORY_PERCEPTION	Other	None	0.86734693877551	0.953919413919414	0.0531298054705469	-0.577380952380952	-0.769566487117918	1	EBF1	6Gy_vs_0Gy	1
Signaling by ALK	REACTOME_SIGNALING_BY_ALK	Signal Transduction	None	0.910505836575875	0.953919413919414	0.048701086452153	0.541666666666667	0.723812329446787	1	PRDM1	6Gy_vs_0Gy	1
Signaling by ALK in cancer	REACTOME_SIGNALING_BY_ALK_IN_CANCER	Other	None	0.107003891050584	0.548131868131868	0.190023305279108	0.958333333333333	1.28059104440585	1	STAT1	6Gy_vs_0Gy	1
Signaling by CSF1 (M-CSF) in myeloid cells	REACTOME_SIGNALING_BY_CSF1_M_CSF_IN_MYELOID_CELLS	Cytokine Signalling Immune System	None	0.107003891050584	0.548131868131868	0.190023305279108	0.958333333333333	1.28059104440585	1	STAT1	6Gy_vs_0Gy	1
Signaling by CSF3 (G-CSF)	REACTOME_SIGNALING_BY_CSF3_G_CSF	Cytokine Signalling Immune System	None	0.107003891050584	0.548131868131868	0.190023305279108	0.958333333333333	1.28059104440585	1	STAT1	6Gy_vs_0Gy	1
Signaling by cytosolic FGFR1 fusion mutants	REACTOME_SIGNALING_BY_CYTOSOLIC_FGFR1_FUSION_MUTANTS	Other	None	0.107003891050584	0.548131868131868	0.190023305279108	0.958333333333333	1.28059104440585	1	STAT1	6Gy_vs_0Gy	1
Signaling by FGFR1 in disease	REACTOME_SIGNALING_BY_FGFR1_IN_DISEASE	Other	None	0.107003891050584	0.548131868131868	0.190023305279108	0.958333333333333	1.28059104440585	1	STAT1	6Gy_vs_0Gy	1
Signaling by FGFR in disease	REACTOME_SIGNALING_BY_FGFR_IN_DISEASE	Other	None	0.107003891050584	0.548131868131868	0.190023305279108	0.958333333333333	1.28059104440585	1	STAT1	6Gy_vs_0Gy	1
Signaling by Interleukins	REACTOME_SIGNALING_BY_INTERLEUKINS	Cytokine Signalling Immune System	None	0.321204516938519	0.724494632650216	0.0778840111977068	0.554583619571025	1.10065956984063	4	STAT1, STAT6, STAT4	6Gy_vs_0Gy	1
Signaling by KIT in disease	REACTOME_SIGNALING_BY_KIT_IN_DISEASE	Other	None	0.107003891050584	0.548131868131868	0.190023305279108	0.958333333333333	1.28059104440585	1	STAT1	6Gy_vs_0Gy	1
Signaling by NOTCH	REACTOME_SIGNALING_BY_NOTCH	Signal Transduction	None	0.0244416571256454	0.548131868131868	0.352487857583619	0.831123938651542	1.49026149328834	3	STAT1, E2F3	6Gy_vs_0Gy	1
Signaling by NOTCH3	REACTOME_SIGNALING_BY_NOTCH3	Signal Transduction	None	0.107003891050584	0.548131868131868	0.190023305279108	0.958333333333333	1.28059104440585	1	STAT1	6Gy_vs_0Gy	1
Signaling by Nuclear Receptors	REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS	Signal Transduction	None	0.126126126126126	0.548131868131868	0.151148761385484	0.805606178946455	1.29821512969918	2	MYB	6Gy_vs_0Gy	1
Signaling by PDGF	REACTOME_SIGNALING_BY_PDGF	Signal Transduction	None	0.133633633633634	0.548131868131868	0.14641623786055	0.790419161676647	1.27374161384253	2	STAT1, STAT6	6Gy_vs_0Gy	1
Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants	REACTOME_SIGNALING_BY_PDGFRA_TRANSMEMBRANE_JUXTAMEMBRANE_AND_KINASE_DOMAIN_MUTANTS	Other	None	0.107003891050584	0.548131868131868	0.190023305279108	0.958333333333333	1.28059104440585	1	STAT1	6Gy_vs_0Gy	1
Signaling by PDGFR in disease	REACTOME_SIGNALING_BY_PDGFR_IN_DISEASE	Other	None	0.107003891050584	0.548131868131868	0.190023305279108	0.958333333333333	1.28059104440585	1	STAT1	6Gy_vs_0Gy	1
Signaling by Receptor Tyrosine Kinases	REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	Signal Transduction	None	0.512295081967213	0.812467981557377	0.0589694466690997	0.55143052831481	0.988752271898818	3	STAT1, STAT6	6Gy_vs_0Gy	1
Signaling by ROBO receptors	REACTOME_SIGNALING_BY_ROBO_RECEPTORS	Other	None	0.0023379077136447	0.237297632934944	0.431707695803346	0.982035928143713	1.58252745962253	2	LHX9, HOXA2	6Gy_vs_0Gy	1
Signaling by SCF-KIT	REACTOME_SIGNALING_BY_SCF_KIT	Signal Transduction	None	0.107003891050584	0.548131868131868	0.190023305279108	0.958333333333333	1.28059104440585	1	STAT1	6Gy_vs_0Gy	1
Signaling by TGFBR3	REACTOME_SIGNALING_BY_TGFBR3	Signal Transduction	None	0.953307392996109	0.957494407158837	0.0466015072985992	0.523809523809524	0.69995038451997	1	TCF4	6Gy_vs_0Gy	1
Signaling by TGFB family members	REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS	Signal Transduction	None	0.527027027027027	0.829352608422376	0.0621124188949471	0.603502159028556	0.972529325285958	2	STAT1	6Gy_vs_0Gy	1
Signaling by TGF-beta Receptor Complex	REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	Signal Transduction	None	0.107003891050584	0.548131868131868	0.190023305279108	0.958333333333333	1.28059104440585	1	STAT1	6Gy_vs_0Gy	1
Signaling by the B Cell Receptor (BCR)	REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	Adaptive Immune System	None	0.73265306122449	0.947209868095944	0.0610363728309177	-0.642857142857143	-0.856836913492115	1	NFATC2	6Gy_vs_0Gy	1
Signaling by WNT	REACTOME_SIGNALING_BY_WNT	Signal Transduction	None	0.953307392996109	0.957494407158837	0.0466015072985992	0.523809523809524	0.69995038451997	1	TCF4	6Gy_vs_0Gy	1
SLC-mediated transmembrane transport	REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	Other	None	0.451020408163265	0.738364055299539	0.0857844408075645	-0.773809523809524	-1.03137776624051	1	RUNX1	6Gy_vs_0Gy	1
Specification of primordial germ cells	REACTOME_SPECIFICATION_OF_PRIMORDIAL_GERM_CELLS	Other	None	0.910505836575875	0.953919413919414	0.048701086452153	0.541666666666667	0.723812329446787	1	PRDM1	6Gy_vs_0Gy	1
Specification of the neural plate border	REACTOME_SPECIFICATION_OF_THE_NEURAL_PLATE_BORDER	Differentiation	None	0.0146989286029839	0.548131868131868	0.380730400722792	0.994047619047619	1.32831493425949	1	MYB	6Gy_vs_0Gy	1
STAT3 nuclear events downstream of ALK signaling	REACTOME_STAT3_NUCLEAR_EVENTS_DOWNSTREAM_OF_ALK_SIGNALING	Signal Transduction	None	0.910505836575875	0.953919413919414	0.048701086452153	0.541666666666667	0.723812329446787	1	PRDM1	6Gy_vs_0Gy	1
STING mediated induction of host immune responses	REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	Innate Immune System	None	0.881381381381381	0.953919413919414	0.0383205781976994	0.455089820359281	0.733366383727515	2	STAT6, IRF3	6Gy_vs_0Gy	1
SUMOylation	REACTOME_SUMOYLATION	Metabolism of Proteins	None	0.737237237237237	0.947209868095944	0.0465084048719156	0.522036495728921	0.841249353246921	2	MITF	6Gy_vs_0Gy	1
SUMOylation of transcription factors	REACTOME_SUMOYLATION_OF_TRANSCRIPTION_FACTORS	Metabolism of Proteins	None	0.737237237237237	0.947209868095944	0.0465084048719156	0.522036495728921	0.841249353246921	2	MITF	6Gy_vs_0Gy	1
TCF dependent signaling in response to WNT	REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT	Signal Transduction	None	0.953307392996109	0.957494407158837	0.0466015072985992	0.523809523809524	0.69995038451997	1	TCF4	6Gy_vs_0Gy	1
TGFBR3 expression	REACTOME_TGFBR3_EXPRESSION	Signal Transduction	None	0.953307392996109	0.957494407158837	0.0466015072985992	0.523809523809524	0.69995038451997	1	TCF4	6Gy_vs_0Gy	1
TICAM1-dependent activation of IRF3/IRF7	REACTOME_TICAM1_DEPENDENT_ACTIVATION_OF_IRF3_IRF7	Innate Immune System	None	0.916326530612245	0.953919413919414	0.0506004243853618	-0.547619047619048	-0.729898111493283	1	IRF3	6Gy_vs_0Gy	1
Toll-like Receptor Cascades	REACTOME_TOLL_LIKE_RECEPTOR_CASCADES	Innate Immune System	None	0.916326530612245	0.953919413919414	0.0506004243853618	-0.547619047619048	-0.729898111493283	1	IRF3	6Gy_vs_0Gy	1
TRAF3-dependent IRF activation pathway	REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY	Innate Immune System	None	0.916326530612245	0.953919413919414	0.0506004243853618	-0.547619047619048	-0.729898111493283	1	IRF3	6Gy_vs_0Gy	1
TRAF6 mediated IRF7 activation	REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION	Innate Immune System	None	0.916326530612245	0.953919413919414	0.0506004243853618	-0.547619047619048	-0.729898111493283	1	IRF3	6Gy_vs_0Gy	1
Transcriptional activation of mitochondrial biogenesis	REACTOME_TRANSCRIPTIONAL_ACTIVATION_OF_MITOCHONDRIAL_BIOGENESIS	Other	None	0.643968871595331	0.901556420233463	0.0649407684612899	0.672619047619048	0.898799925576779	1	GABPA	6Gy_vs_0Gy	1
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER	Gene Expression(Transcription)	Signal Transduction	0.107003891050584	0.548131868131868	0.190023305279108	0.958333333333333	1.28059104440585	1	STAT1	6Gy_vs_0Gy	1
Transcriptional and post-translational regulation of MITF-M expression and activity	REACTOME_TRANSCRIPTIONAL_AND_POST_TRANSLATIONAL_REGULATION_OF_MITF_M_EXPRESSION_AND_ACTIVITY	Other	None	0.317120622568093	0.723320071700258	0.103576326612592	0.845238095238095	1.12946539320268	1	MITF	6Gy_vs_0Gy	1
Transcriptional regulation by RUNX1	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1	Gene Expression(Transcription)	None	0.397741530740276	0.738364055299539	0.0670512579829467	0.523907848198069	1.03977861315099	4	MYB	6Gy_vs_0Gy	1
Transcriptional regulation by RUNX2	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2	Gene Expression(Transcription)	None	0.327868852459016	0.73139974779319	0.0813027345384498	0.605831325301205	1.08629658410399	3	STAT1	6Gy_vs_0Gy	1
Transcriptional regulation by RUNX3	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3	Gene Expression(Transcription)	None	0.0173815538402558	0.548131868131868	0.352487857583619	-0.701219512195122	-1.65791581382931	5	TEAD1, TEAD3, TEAD4, RUNX1, TEAD2	6Gy_vs_0Gy	1
Transcriptional Regulation by TP53	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53	Gene Expression(Transcription)	None	0.910505836575875	0.953919413919414	0.048701086452153	0.541666666666667	0.723812329446787	1	PRDM1	6Gy_vs_0Gy	1
Transcriptional regulation of brown and beige adipocyte differentiation	REACTOME_TRANSCRIPTIONAL_REGULATION_OF_BROWN_AND_BEIGE_ADIPOCYTE_DIFFERENTIATION	Other	None	0.753061224489796	0.953919413919414	0.0597317976364411	-0.630952380952381	-0.840969563242261	1	EBF2	6Gy_vs_0Gy	1
Transcriptional regulation of granulopoiesis	REACTOME_TRANSCRIPTIONAL_REGULATION_OF_GRANULOPOIESIS	Other	None	0.430327868852459	0.738364055299539	0.0673623868166279	0.573286248442044	1.02794105782953	3	MYB	6Gy_vs_0Gy	1
Transcriptional regulation of testis differentiation	REACTOME_TRANSCRIPTIONAL_REGULATION_OF_TESTIS_DIFFERENTIATION	Other	None	0.297959183673469	0.723320071700258	0.110564716336619	-0.851190476190476	-1.13451554286456	1	WT1	6Gy_vs_0Gy	1
Transcriptional regulation of white adipocyte differentiation	REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION	Other	None	0.845628415300546	0.953919413919414	0.0358449292332649	0.427710843373494	0.766914500351837	3	ZNF467, KLF5, EBF1	6Gy_vs_0Gy	1
Transport of bile salts and organic acids, metal ions and amine compounds	REACTOME_TRANSPORT_OF_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS	Other	None	0.451020408163265	0.738364055299539	0.0857844408075645	-0.773809523809524	-1.03137776624051	1	RUNX1	6Gy_vs_0Gy	1
Transport of small molecules	REACTOME_TRANSPORT_OF_SMALL_MOLECULES	Other	None	0.451020408163265	0.738364055299539	0.0857844408075645	-0.773809523809524	-1.03137776624051	1	RUNX1	6Gy_vs_0Gy	1
Viral Infection Pathways	REACTOME_VIRAL_INFECTION_PATHWAYS	Other	None	0.441656210790464	0.738364055299539	0.0619762736001998	0.510476781466543	1.01312252088728	4	STAT1	6Gy_vs_0Gy	1
YAP1- and WWTR1 (TAZ)-stimulated gene expression	REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION	Gene Expression(Transcription)	None	0.0173815538402558	0.548131868131868	0.352487857583619	-0.701219512195122	-1.65791581382931	5	TEAD1, TEAD3, TEAD4, RUNX2, TEAD2	6Gy_vs_0Gy	1
ZBP1(DAI) mediated induction of type I IFNs	REACTOME_ZBP1_DAI_MEDIATED_INDUCTION_OF_TYPE_I_IFNS	Innate Immune System	None	0.916326530612245	0.953919413919414	0.0506004243853618	-0.547619047619048	-0.729898111493283	1	IRF3	6Gy_vs_0Gy	1
Zygotic genome activation (ZGA)	REACTOME_ZYGOTIC_GENOME_ACTIVATION_ZGA	Other	None	0.393877551020408	0.738364055299539	0.0934449219410994	-0.803571428571429	-1.07104614186514	1	TEAD4	6Gy_vs_0Gy	1
Activation of anterior HOX genes in hindbrain development during early embryogenesis	REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS	Other	None	0.510204081632653	0.833229542906962	0.0992333343771191	-0.601626016260163	-0.984632144107692	2	CTCF, HOXA3	6Gy_vs_0Gy	2
Activation of IRF3, IRF7 mediated by TBK1, IKKε (IKBKE)	REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_IKBKE	Other	None	0.984405458089669	0.984405458089669	0.0452247443372884	0.508064516129032	0.680822322596986	1	IRF3	6Gy_vs_0Gy	2
Adaptive Immune System	REACTOME_ADAPTIVE_IMMUNE_SYSTEM	Other	None	0.859649122807018	0.984405458089669	0.0514264916187015	0.580645161290323	0.778082654396555	1	NFATC2	6Gy_vs_0Gy	2
Adipogenesis	REACTOME_ADIPOGENESIS	Other	None	0.163978494623656	0.703402075397347	0.122679189568808	0.688524590163934	1.2440963435299	3	KLF5, EBF1, EBF2	6Gy_vs_0Gy	2
Antiviral mechanism by IFN-stimulated genes	REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	Cytokine Signalling Immune System	None	0.598187311178248	0.873101420872121	0.0564118388217596	0.581368189372501	0.93140234476502	2	STAT1	6Gy_vs_0Gy	2
Calcineurin activates NFAT	REACTOME_CALCINEURIN_ACTIVATES_NFAT	Adaptive Immune System	None	0.859649122807018	0.984405458089669	0.0514264916187015	0.580645161290323	0.778082654396555	1	NFATC2	6Gy_vs_0Gy	2
Cellular responses to stimuli	REACTOME_CELLULAR_RESPONSES_TO_STIMULI	Other	None	0.919939577039275	0.984405458089669	0.0366082221336689	0.432138709142193	0.69232375337426	2	ETS1	6Gy_vs_0Gy	2
Cellular response to chemical stress	REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS	Cellular Response to Stress	None	0.311871227364185	0.774972415135977	0.106729884364606	-0.854838709677419	-1.14255910987483	1	NFE2L2	6Gy_vs_0Gy	2
Cellular Senescence	REACTOME_CELLULAR_SENESCENCE	Cellular Response to Stress	None	0.756335282651072	0.972431077694236	0.0573667426768556	0.629032258064516	0.842922875596268	1	ETS1	6Gy_vs_0Gy	2
Circadian clock	REACTOME_CIRCADIAN_CLOCK	Other	None	0.732943469785575	0.972431077694236	0.0588438169595807	0.637096774193548	0.853729579129554	1	NFIL3	6Gy_vs_0Gy	2
CLEC7A (Dectin-1) induces NFAT activation	REACTOME_CLEC7A_DECTIN_1_INDUCES_NFAT_ACTIVATION	Innate Immune System	None	0.859649122807018	0.984405458089669	0.0514264916187015	0.580645161290323	0.778082654396555	1	NFATC2	6Gy_vs_0Gy	2
CLEC7A (Dectin-1) signaling	REACTOME_CLEC7A_DECTIN_1_SIGNALING	Innate Immune System	None	0.859649122807018	0.984405458089669	0.0514264916187015	0.580645161290323	0.778082654396555	1	NFATC2	6Gy_vs_0Gy	2
Cytokine Signaling in Immune system	REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	Other	None	0.513824884792627	0.833229542906962	0.0509082865515105	0.418987530799671	0.97685356721416	7	STAT1, STAT4, IRF3, IRF8, IRF2, IRF1	6Gy_vs_0Gy	2
Cytoprotection by HMOX1	REACTOME_CYTOPROTECTION_BY_HMOX1	Cellular Response to Stress	None	0.311871227364185	0.774972415135977	0.106729884364606	-0.854838709677419	-1.14255910987483	1	NFE2L2	6Gy_vs_0Gy	2
Cytosolic sensors of pathogen-associated DNA 	REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	Other	None	0.984405458089669	0.984405458089669	0.0452247443372884	0.508064516129032	0.680822322596986	1	IRF3	6Gy_vs_0Gy	2
C-type lectin receptors (CLRs)	REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS	Innate Immune System	None	0.859649122807018	0.984405458089669	0.0514264916187015	0.580645161290323	0.778082654396555	1	NFATC2	6Gy_vs_0Gy	2
DDX58/IFIH1-mediated induction of interferon-alpha/beta	REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA	Innate Immune System	None	0.984405458089669	0.984405458089669	0.0452247443372884	0.508064516129032	0.680822322596986	1	IRF3	6Gy_vs_0Gy	2
Deubiquitination	REACTOME_DEUBIQUITINATION	Metabolism of Proteins	None	0.148148148148148	0.683760683760684	0.159646701919906	0.92741935483871	1.24277090632783	1	FOXK2	6Gy_vs_0Gy	2
Developmental Biology	REACTOME_DEVELOPMENTAL_BIOLOGY	Other	None	0.881731784582893	0.984405458089669	0.0203426159572209	0.259899068322981	0.699327524479878	13	KLF5, FOXP1, EBF1, EBF2, MYB	6Gy_vs_0Gy	2
Diseases of signal transduction by growth factor receptors and second messengers	REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS	Other	None	0.400302114803625	0.774972415135977	0.0760837160951725	0.650406504065041	1.04200772249073	2	STAT1, NF1	6Gy_vs_0Gy	2
Downregulation of SMAD2/3:SMAD4 transcriptional activity	REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY	Gene Expression(Transcription)	Signal Transduction	0.1364522417154	0.683760683760684	0.166933848713193	0.935483870967742	1.25357760986112	1	STAT1	6Gy_vs_0Gy	2
Downstream signaling events of B Cell Receptor (BCR)	REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR	Adaptive Immune System	None	0.859649122807018	0.984405458089669	0.0514264916187015	0.580645161290323	0.778082654396555	1	NFATC2	6Gy_vs_0Gy	2
Downstream signal transduction	REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION	Signal Transduction	None	0.1364522417154	0.683760683760684	0.166933848713193	0.935483870967742	1.25357760986112	1	STAT1	6Gy_vs_0Gy	2
EGR2 and SOX10-mediated initiation of Schwann cell myelination	REACTOME_EGR2_AND_SOX10_MEDIATED_INITIATION_OF_SCHWANN_CELL_MYELINATION	Other	None	0.422535211267606	0.784085959053289	0.0886261133285098	-0.798387096774194	-1.06710709318498	1	TEAD1	6Gy_vs_0Gy	2
ESR-mediated signaling	REACTOME_ESR_MEDIATED_SIGNALING	Signal Transduction	None	0.950437317784257	0.984405458089669	0.0656813601934011	-0.398373983739837	-0.651986149476715	2	RUNX1, MYB	6Gy_vs_0Gy	2
Estrogen-dependent gene expression	REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION	Signal Transduction	None	0.950437317784257	0.984405458089669	0.0656813601934011	-0.398373983739837	-0.651986149476715	2	RUNX1, MYB	6Gy_vs_0Gy	2
Evasion by RSV of host interferon responses	REACTOME_EVASION_BY_RSV_OF_HOST_INTERFERON_RESPONSES	Other	None	0.984405458089669	0.984405458089669	0.0452247443372884	0.508064516129032	0.680822322596986	1	IRF3	6Gy_vs_0Gy	2
Factors involved in megakaryocyte development and platelet production	REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	Other	None	0.837365591397849	0.984405458089669	0.0355420211253902	0.426229508196721	0.770154879328035	3	MYB, IRF2, IRF1	6Gy_vs_0Gy	2
FCERI mediated Ca+2 mobilization	REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION	Innate Immune System	None	0.859649122807018	0.984405458089669	0.0514264916187015	0.580645161290323	0.778082654396555	1	NFATC2	6Gy_vs_0Gy	2
